channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg
BP18 ( 9514, 743701) 0.0849 29.6208 4188.403 15805.83 0.4402 0.02125
HP2 ( 1125, 743701) 0.1823 10.0503 301.4218 598.056 0.2679 0.0008042
HP3 ( 3462, 743701) 0.1158 13.2138 1225.449 7375.298 0.354 0.009917
HP5 ( 2707, 743701) 0.1846 25.8465 1051.557 603.6877 0.3885 0.0008117
HP6 ( 1506, 743701) 0.1443 12.6206 788.7816 3117.405 0.5238 0.004192
HP7 ( 1440, 743701) 0.1667 13.8316 536.1629 966.4605 0.3723 0.0013
HP8 ( 918, 743701) 0.1706 8.33199 286.7831 897.9209 0.3124 0.001207
HP9 ( 1226, 743701) 0.1714 11.1604 436.344 1092.267 0.3559 0.001469
HP10 ( 367, 743701) 0.1820 2.62742 61.25885 482.3411 0.1669 0.0006486
HP11 ( 6974, 743701) 0.1427 40.0328 3114.842 2939.13 0.4466 0.003952
HP12 ( 4074, 743701) 0.1575 23.3674 1380.76 2110.758 0.3389 0.002838
HP13 ( 6418, 743701) 0.1632 48.4133 3272.837 1297.197 0.5099 0.001744
HP14 ( 2737, 743701) 0.1568 14.5337 764.1315 2000.148 0.2792 0.002689
HP15 ( 6181, 743701) 0.1384 37.4592 3162.774 3966.057 0.5117 0.005333
HP16 ( 5699, 743701) 0.1743 45.3194 2811.004 1036.278 0.4932 0.001393
HP17 ( 2201, 743701) 0.1672 19.6252 891.4281 1171.79 0.405 0.001576
HP18 ( 5273, 743701) 0.1568 42.2181 2882.817 1779.887 0.5467 0.002393
HP19 ( 4693, 743701) 0.1709 39.5037 2313.131 1115.526 0.4929 0.0015
HP20 ( 3235, 743701) 0.1791 30.365 1318.349 566.6593 0.4075 0.0007619
BP21 ( 8036, 743701) 0.0687 17.2653 3634.624 40682.35 0.4523 0.0547
BP23 ( 10285, 743701) 0.0758 22.6403 4415.686 33623.42 0.4293 0.04521
HP1 ( 8019, 743701) 0.0764 19.6695 3740.317 32419.96 0.4664 0.04359
HP4 ( 3373, 743701) 0.0211 6.38986 2316.801 129143.4 0.6869 0.1736
channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg (smear, correlated MET)
BP18 ( 8965, 626449) 0.0928 29.9627 3337.333 9068.823 0.3723 0.01448
HP2 ( 1119, 626449) 0.1497 10.7796 516.9634 1782.979 0.462 0.002846
HP3 ( 3391, 626449) 0.1085 13.6423 1261.253 7286.086 0.3719 0.01163
HP5 ( 2705, 626449) 0.1358 24.9732 1539.619 2261.217 0.5692 0.00361
HP6 ( 1506, 626449) 0.1659 14.3746 511.9233 756.3675 0.3399 0.001207
HP7 ( 1438, 626449) 0.1659 13.3241 465.8054 756.3675 0.3239 0.001207
HP8 ( 918, 626449) 0.1342 7.57409 431.7994 2818.344 0.4704 0.004499
HP9 ( 1223, 626449) 0.1633 10.4586 362.9188 841.2071 0.2967 0.001343
HP10 ( 367, 626449) 0.1507 2.82492 112.6747 1478.219 0.307 0.00236
HP11 ( 6820, 626449) 0.1190 40.3915 3758.954 4901.787 0.5512 0.007825
HP12 ( 3966, 626449) 0.1301 25.0546 1701.231 2909.321 0.429 0.004644
HP13 ( 6373, 626449) 0.1410 45.9212 3550.443 2427.309 0.5571 0.003875
HP14 ( 2653, 626449) 0.1185 15.6672 1157.354 4299.613 0.4362 0.006863
HP15 ( 6073, 626449) 0.1229 39.3671 3311.665 3764.953 0.5453 0.00601
HP16 ( 5674, 626449) 0.1446 44.3544 3079.51 1740.969 0.5427 0.002779
HP17 ( 2195, 626449) 0.1474 20.0329 1047.574 1686.945 0.4773 0.002693
HP18 ( 5242, 626449) 0.1356 42.1296 3196.14 2559.277 0.6097 0.004085
HP19 ( 4683, 626449) 0.1636 39.0815 2300.923 1165.338 0.4913 0.00186
HP20 ( 3212, 626449) 0.1497 28.6326 1636.953 1631.565 0.5096 0.002604
BP21 ( 7035, 626449) 0.0631 16.7291 3495.745 40169.27 0.4969 0.06412
BP23 ( 9002, 626449) 0.0567 22.1878 5079.1 47322.6 0.5642 0.07554
HP1 ( 7364, 626449) 0.0683 19.9363 4017.893 36598.96 0.5456 0.05842
HP4 ( 3273, 626449) 0.0080 6.54138 2428.191 135364.8 0.7419 0.2161
channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg (no smear, correlated MET)
BP18 ( 9514, 743701) 0.0924 30.1106 3911.877 12966.53 0.4112 0.01744
HP2 ( 1125, 743701) 0.1524 10.0396 524.4763 2204.646 0.4662 0.002964
HP3 ( 3462, 743701) 0.1136 13.5119 1239.49 7175.433 0.358 0.009648
HP5 ( 2707, 743701) 0.1566 24.9561 1473.651 2013.219 0.5444 0.002707
HP6 ( 1506, 743701) 0.1553 13.7706 729.3555 2075.896 0.4843 0.002791
