channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg (with overlay, cuts for fast sim.)
BP18 ( 9234, 865865) 0.1205 39.3259 3239.044 3544.818 0.3508 0.004094
HP2 ( 1024, 865865) 0.1370 9.47909 471.1002 1998.881 0.4601 0.002309
HP3 ( 3429, 865865) 0.1181 17.9665 1556.411 5948.12 0.4539 0.00687
HP5 ( 2296, 865865) 0.1491 17.9674 816.5477 1248.792 0.3556 0.001442
HP6 ( 1377, 865865) 0.1299 12.7783 738.5883 2602.271 0.5364 0.003005
HP7 ( 1286, 865865) 0.1324 12.2226 705.6505 2627.496 0.5487 0.003035
HP8 ( 825, 865865) 0.1416 8.02738 381.1532 1873.352 0.462 0.002164
HP9 ( 1132, 865865) 0.1612 10.5691 391.1168 978.2916 0.3455 0.00113
HP10 ( 414, 865865) 0.1738 4.57187 93.10254 321.5993 0.2249 0.0003714
HP11 ( 6524, 865865) 0.1244 35.165 2658.899 3058.305 0.4076 0.003532
HP12 ( 3884, 865865) 0.1423 22.7924 1192.125 1543.554 0.3069 0.001783
HP13 ( 5788, 865865) 0.1243 35.2762 2635.791 2947.098 0.4554 0.003404
HP14 ( 2633, 865865) 0.1579 14.6619 651.6955 1323.953 0.2475 0.001529
HP15 ( 5815, 865865) 0.1356 33.8052 2249.208 2177.625 0.3868 0.002515
HP16 ( 5080, 865865) 0.1284 32.4952 2206.76 2405.068 0.4344 0.002778
HP17 ( 2024, 865865) 0.1273 16.2349 1008.985 2853.548 0.4985 0.003296
HP18 ( 4752, 865865) 0.1293 33.8551 2157.409 1903.449 0.454 0.002198
HP19 ( 4126, 865865) 0.1446 29.6598 1580.442 1258.92 0.383 0.001454
HP20 ( 2952, 865865) 0.1490 21.9988 1102.096 1407.712 0.3733 0.001626
BP21 ( 7733, 865865) 0.0734 18.2979 3918.884 41950.25 0.5068 0.04845
BP23 ( 10071, 865865) 0.0639 23.7377 5662.439 51239.72 0.5623 0.05918
HP1 ( 7811, 865865) 0.0870 20.8953 3434.147 23576.86 0.4397 0.02723
HP4 ( 3245, 865865) 0.0980 11.2677 1554.893 17487.73 0.4792 0.0202
channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg (with overlay, cuts for fast sim., precise angular cuts, corrected CMS angles, no pruning, PCA)
BP18 ( 9234, 865865) 0.1246 40.9764 3533.332 3902.014 0.3826 0.004506
HP2 ( 1024, 865865) 0.1424 10.34 531.4286 2110.078 0.519 0.002437
HP3 ( 3429, 865865) 0.1312 19.2665 1510.571 4636.625 0.4405 0.005355
HP5 ( 2296, 865865) 0.1402 19.8259 1080.541 1889.864 0.4706 0.002183
HP6 ( 1377, 865865) 0.1372 13.644 765.5623 2382.729 0.556 0.002752
HP7 ( 1286, 865865) 0.1355 12.6029 753.9456 2824.885 0.5863 0.003263
HP8 ( 825, 865865) 0.1287 8.77595 512.1694 2893.788 0.6208 0.003342
HP9 ( 1132, 865865) 0.1522 11.9756 535.8795 1466.457 0.4734 0.001694
HP10 ( 414, 865865) 0.1665 4.79899 145.8233 777.5003 0.3522 0.0008979
HP11 ( 6524, 865865) 0.1325 36.2646 2665.223 2736.105 0.4085 0.00316
HP12 ( 3884, 865865) 0.1424 24.6066 1427.441 1937.773 0.3675 0.002238
HP13 ( 5788, 865865) 0.1341 37.7127 2628.48 2229.249 0.4541 0.002575
HP14 ( 2633, 865865) 0.1585 17.1062 761.2171 1218.998 0.2891 0.001408
HP15 ( 5815, 865865) 0.1418 35.194 2418.7 2304.385 0.4159 0.002661
HP16 ( 5080, 865865) 0.1284 35.4467 2569.108 2683.966 0.5057 0.0031
HP17 ( 2024, 865865) 0.1459 17.1918 882.7625 1753.839 0.4361 0.002026
HP18 ( 4752, 865865) 0.1452 34.9782 2062.288 1413.912 0.434 0.001633
HP19 ( 4126, 865865) 0.1520 31.1059 1600.412 1046.733 0.3879 0.001209
HP20 ( 2952, 865865) 0.1498 23.0119 1285.337 1834.468 0.4354 0.002119
BP21 ( 7733, 865865) 0.0795 18.7365 3945.843 40405.16 0.5103 0.04666
BP23 ( 10071, 865865) 0.0978 24.3341 3955.848 22471.23 0.3928 0.02595
HP1 ( 7811, 865865) 0.0909 21.6874 3797.762 26867 0.4862 0.03103
HP4 ( 3245, 865865) 0.1022 11.8745 1664.476 17983.73 0.5129 0.02077
channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg (with overlay, cuts for fast sim., PCA, no pruning, missing P4 like in full sim, reweighted, wrong weights!)
BP18 ( 9234, 865865) 0.1215 40.5997 3434.335 3721.143 0.3719 0.004298
HP2 ( 1024, 865865) 0.1548 10.4014 437.3416 1330.561 0.4271 0.001537
HP3 ( 3429, 865865) 0.1414 18.6125 1227.512 3122.032 0.358 0.003606
HP5 ( 2296, 865865) 0.1276 18.9471 1231.436 2992.716 0.5363 0.003456
HP6 ( 1377, 865865) 0.1324 14.0705 793.6083 2387.615 0.5763 0.002757
HP7 ( 1286, 865865) 0.1404 12.8929 682.1893 2117.483 0.5305 0.002446
HP8 ( 825, 865865) 0.1420 8.56412 430.3986 2095.271 0.5217 0.00242
HP9 ( 1132, 865865) 0.1761 11.2452 376.4026 743.9897 0.3325 0.0008592
HP10 ( 414, 865865) 0.1483 4.55002 188.6901 1531.087 0.4558 0.001768
HP11 ( 6524, 865865) 0.1214 35.2231 3019.087 4327.673 0.4628 0.004998
HP12 ( 3884, 865865) 0.1358 22.8826 1502.842 2810.537 0.3869 0.003246
HP13 ( 5788, 865865) 0.1141 37.1852 3086.917 3804.53 0.5333 0.004394
HP14 ( 2633, 865865) 0.1443 16.1365 916.7322 2310.751 0.3482 0.002669
HP15 ( 5815, 865865) 0.1381 33.9289 2389.993 2571.973 0.411 0.00297
HP16 ( 5080, 865865) 0.1269 35.0652 2395.006 2270.101 0.4715 0.002622
HP17 ( 2024, 865865) 0.1260 16.5555 1118.883 3448.687 0.5528 0.003983
HP18 ( 4752, 865865) 0.1281 34.0839 2284.999 2209.422 0.4808 0.002552
HP19 ( 4126, 865865) 0.1479 30.4243 1540.685 1023.719 0.3734 0.001182
HP20 ( 2952, 865865) 0.1588 23.1911 1161.718 1347.617 0.3935 0.001556
BP21 ( 7733, 865865) 0.0888 18.6396 3445.894 30730.95 0.4456 0.03549
BP23 ( 10071, 865865) 0.0819 24.4325 4772.004 33375.56 0.4738 0.03855
HP1 ( 7811, 865865) 0.1102 21.7213 2707.557 12830.08 0.3466 0.01482
HP4 ( 3245, 865865) 0.0958 11.7495 1777.239 21102.71 0.5477 0.02437
channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg (with overlay, cuts for fast sim., PCA, no pruning, missing P4 like in full sim)
BP18 ( 9234, 865865) 0.1260 40.5254 3143.998 2874.795 0.3405 0.00332
HP2 ( 1024, 865865) 0.1540 10.3394 426.1943 1272.937 0.4162 0.00147
HP3 ( 3429, 865865) 0.1342 19.182 1353.969 3628.345 0.3949 0.00419
HP5 ( 2296, 865865) 0.1523 19.5607 847.0702 1028.226 0.3689 0.001188
HP6 ( 1377, 865865) 0.1371 13.9272 758.5293 2207.765 0.5509 0.00255
HP7 ( 1286, 865865) 0.1306 12.4584 776.3165 3106.567 0.6037 0.003588
HP8 ( 825, 865865) 0.1364 8.60364 457.7664 2373.126 0.5549 0.002741
HP9 ( 1132, 865865) 0.1577 12.0734 481.4418 1108.67 0.4253 0.00128
HP10 ( 414, 865865) 0.1377 4.81185 222.031 1907.106 0.5363 0.002203
HP11 ( 6524, 865865) 0.1441 34.9721 2204.835 1769.897 0.338 0.002044
HP12 ( 3884, 865865) 0.1444 22.7505 1351.872 2179.071 0.3481 0.002517
HP13 ( 5788, 865865) 0.1284 36.6369 2662.135 2617.72 0.4599 0.003023
HP14 ( 2633, 865865) 0.1412 15.3642 949.6727 2870.909 0.3607 0.003316
HP15 ( 5815, 865865) 0.1381 34.4817 2417.983 2499.355 0.4158 0.002887
HP16 ( 5080, 865865) 0.1390 35.2391 2130.782 1525.398 0.4194 0.001762
HP17 ( 2024, 865865) 0.1301 16.7211 1103.695 3253.133 0.5453 0.003757
HP18 ( 4752, 865865) 0.1447 33.5648 1947.805 1419.809 0.4099 0.00164
HP19 ( 4126, 865865) 0.1399 30.9813 1685.853 1275.163 0.4086 0.001473
HP20 ( 2952, 865865) 0.1608 23.2783 1062.737 1021.515 0.36 0.00118
BP21 ( 7733, 865865) 0.0730 18.4805 4152.136 46327.29 0.5369 0.0535
BP23 ( 10071, 865865) 0.0862 24.1146 4512.597 30505.56 0.4481 0.03523
HP1 ( 7811, 865865) 0.1088 21.5108 2779.542 13917.24 0.3558 0.01607
HP4 ( 3245, 865865) 0.0845 11.752 1974.399 26251.18 0.6084 0.03032
channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg (with overlay, cuts for fast sim., PCA, no pruning, missing P4 like in full sim, split signal for training)
HP3 ( 3429, 865865) 0.1197 18.8744 1521.526 4976.946 0.4437 0.005748
HP17 ( 2024, 865865) 0.1246 15.744 1080.43 3628.925 0.5338 0.004191
HP20 ( 2952, 865865) 0.1443 22.8054 1188.167 1526.263 0.4025 0.001763
BP21 ( 7733, 865865) 0.0805 18.4893 3560.388 33520.63 0.4604 0.03871
BP23 ( 10071, 865865) 0.0855 24.0359 4289.534 27559.74 0.4259 0.03183
channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg (with overlay, cuts for fast sim., PCA, no pruning, missing P4 like in full sim, split signal for training)
HP3 ( 3429, 865865) 0.1305 18.1835 1339.546 4087.449 0.3907 0.004721
HP17 ( 2024, 865865) 0.1231 15.8615 1099.087 3702.393 0.543 0.004276
HP20 ( 2952, 865865) 0.1417 22.6126 1213.051 1664.723 0.4109 0.001923
BP21 ( 7733, 865865) 0.0773 18.5351 3753.201 37249.63 0.4853 0.04302
BP23 ( 10071, 865865) 0.0886 23.9639 4016.043 24069.32 0.3988 0.0278
channel (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg (with overlay, cuts for fast sim., PCA, no pruning, missing P4 like in full sim, split signal for training, no Mlv)
HP3 ( 3429, 865865) 0.1343 18.8132 1296.955 3455.545 0.3782 0.003991
HP17 ( 2024, 865865) 0.1254 16.3148 1053.809 3118.366 0.5207 0.003601
HP20 ( 2952, 865865) 0.1629 22.9835 863.0686 547.0618 0.2924 0.0006318
BP21 ( 7733, 865865) 0.0724 18.3434 3975.704 42999.59 0.5141 0.04966
